Date,Precio_cierre,Ticker
2024-04-01,94.0199966430664,"MMM"
2024-04-02,92.83999633789062,"MMM"
2024-04-03,93.19000244140625,"MMM"
2024-04-04,90.54000091552734,"MMM"
2024-04-05,91.02999877929688,"MMM"
2024-04-08,91.93000030517578,"MMM"
2024-04-09,92.61000061035156,"MMM"
2024-04-10,92.62999725341797,"MMM"
2024-04-11,93.18000030517578,"MMM"
2024-04-12,91.30999755859375,"MMM"
2024-04-15,91.30000305175781,"MMM"
2024-04-16,91.05000305175781,"MMM"
2024-04-17,90.95999908447266,"MMM"
2024-04-18,91.4800033569336,"MMM"
2024-04-19,92.2699966430664,"MMM"
2024-04-22,92.62000274658203,"MMM"
2024-04-23,93.0,"MMM"
2024-04-24,92.0199966430664,"MMM"
2024-04-25,91.41000366210938,"MMM"
2024-04-26,91.83000183105469,"MMM"
2024-04-29,92.16000366210938,"MMM"
2024-04-30,96.51000213623047,"MMM"
2024-05-01,98.44000244140625,"MMM"
2024-05-02,96.80999755859375,"MMM"
2024-05-03,97.1500015258789,"MMM"
2024-05-06,96.58999633789062,"MMM"
2024-05-07,95.54000091552734,"MMM"
2024-05-08,96.3499984741211,"MMM"
2024-05-09,97.33000183105469,"MMM"
2024-05-10,98.93000030517578,"MMM"
2024-05-13,99.62999725341797,"MMM"
2024-05-14,100.08000183105469,"MMM"
2024-05-15,101.23999786376953,"MMM"
2024-05-16,104.86000061035156,"MMM"
2024-05-17,105.26000213623047,"MMM"
2024-05-20,105.20999908447266,"MMM"
2024-05-21,103.13999938964844,"MMM"
2024-05-22,101.48999786376953,"MMM"
2024-05-23,99.51000213623047,"MMM"
2024-05-24,99.66999816894531,"MMM"
2024-05-28,98.68000030517578,"MMM"
2024-05-29,97.55999755859375,"MMM"
2024-05-30,98.19999694824219,"MMM"
2024-05-31,100.13999938964844,"MMM"
2024-06-03,99.76000213623047,"MMM"
2024-06-04,98.61000061035156,"MMM"
2024-06-05,99.05999755859375,"MMM"
2024-06-06,98.22000122070312,"MMM"
2024-06-07,100.86000061035156,"MMM"
2024-06-10,100.66000366210938,"MMM"
2024-06-11,101.31999969482422,"MMM"
2024-06-12,101.20999908447266,"MMM"
2024-06-13,101.54000091552734,"MMM"
2024-06-14,100.9000015258789,"MMM"
2024-06-17,100.52999877929688,"MMM"
2024-06-18,100.7699966430664,"MMM"
2024-06-20,101.66000366210938,"MMM"
2024-06-21,102.38999938964844,"MMM"
2024-06-24,102.98999786376953,"MMM"
2024-06-25,102.05000305175781,"MMM"
2024-06-26,101.44999694824219,"MMM"
2024-06-27,103.16999816894531,"MMM"
2024-06-28,102.19000244140625,"MMM"
2024-04-01,89.08000183105469,"AOS"
2024-04-02,88.55000305175781,"AOS"
2024-04-03,88.6500015258789,"AOS"
2024-04-04,87.13999938964844,"AOS"
2024-04-05,87.54000091552734,"AOS"
2024-04-08,86.97000122070312,"AOS"
2024-04-09,86.47000122070312,"AOS"
2024-04-10,85.52999877929688,"AOS"
2024-04-11,86.1500015258789,"AOS"
2024-04-12,86.5,"AOS"
2024-04-15,85.1500015258789,"AOS"
2024-04-16,85.4000015258789,"AOS"
2024-04-17,86.45999908447266,"AOS"
2024-04-18,86.69000244140625,"AOS"
2024-04-19,86.06999969482422,"AOS"
2024-04-22,86.9000015258789,"AOS"
2024-04-23,87.91999816894531,"AOS"
2024-04-24,87.0,"AOS"
2024-04-25,82.81999969482422,"AOS"
2024-04-26,83.20999908447266,"AOS"
2024-04-29,84.30999755859375,"AOS"
2024-04-30,82.83999633789062,"AOS"
2024-05-01,82.79000091552734,"AOS"
2024-05-02,83.55000305175781,"AOS"
2024-05-03,84.30999755859375,"AOS"
2024-05-06,85.1500015258789,"AOS"
2024-05-07,85.22000122070312,"AOS"
2024-05-08,85.58000183105469,"AOS"
2024-05-09,86.38999938964844,"AOS"
2024-05-10,86.37999725341797,"AOS"
2024-05-13,86.05999755859375,"AOS"
2024-05-14,86.4000015258789,"AOS"
2024-05-15,86.7699966430664,"AOS"
2024-05-16,85.36000061035156,"AOS"
2024-05-17,85.68000030517578,"AOS"
2024-05-20,85.80999755859375,"AOS"
2024-05-21,85.73999786376953,"AOS"
2024-05-22,85.06999969482422,"AOS"
2024-05-23,84.06999969482422,"AOS"
2024-05-24,84.77999877929688,"AOS"
2024-05-28,82.54000091552734,"AOS"
2024-05-29,81.11000061035156,"AOS"
2024-05-30,82.05999755859375,"AOS"
2024-05-31,83.63999938964844,"AOS"
2024-06-03,82.19999694824219,"AOS"
2024-06-04,81.25,"AOS"
2024-06-05,82.08000183105469,"AOS"
2024-06-06,80.87999725341797,"AOS"
2024-06-07,81.08000183105469,"AOS"
2024-06-10,81.4800033569336,"AOS"
2024-06-11,81.58999633789062,"AOS"
2024-06-12,83.58999633789062,"AOS"
2024-06-13,83.66999816894531,"AOS"
2024-06-14,82.45999908447266,"AOS"
2024-06-17,83.68000030517578,"AOS"
2024-06-18,84.22000122070312,"AOS"
2024-06-20,83.91999816894531,"AOS"
2024-06-21,84.13999938964844,"AOS"
2024-06-24,84.43000030517578,"AOS"
2024-06-25,82.93000030517578,"AOS"
2024-06-26,82.37999725341797,"AOS"
2024-06-27,82.0199966430664,"AOS"
2024-06-28,81.77999877929688,"AOS"
2024-04-01,112.08999633789062,"ABT"
2024-04-02,112.0199966430664,"ABT"
2024-04-03,111.27999877929688,"ABT"
2024-04-04,110.11000061035156,"ABT"
2024-04-05,111.19999694824219,"ABT"
2024-04-08,110.5199966430664,"ABT"
2024-04-09,112.44000244140625,"ABT"
2024-04-10,111.16999816894531,"ABT"
2024-04-11,111.44999694824219,"ABT"
2024-04-12,109.11000061035156,"ABT"
2024-04-15,108.88999938964844,"ABT"
2024-04-16,109.20999908447266,"ABT"
2024-04-17,105.9000015258789,"ABT"
2024-04-18,105.2699966430664,"ABT"
2024-04-19,107.27999877929688,"ABT"
2024-04-22,107.06999969482422,"ABT"
2024-04-23,107.58999633789062,"ABT"
2024-04-24,106.88999938964844,"ABT"
2024-04-25,106.86000061035156,"ABT"
2024-04-26,107.52999877929688,"ABT"
2024-04-29,107.2699966430664,"ABT"
2024-04-30,105.97000122070312,"ABT"
2024-05-01,106.29000091552734,"ABT"
2024-05-02,105.91999816894531,"ABT"
2024-05-03,105.9000015258789,"ABT"
2024-05-06,105.63999938964844,"ABT"
2024-05-07,106.16999816894531,"ABT"
2024-05-08,104.94000244140625,"ABT"
2024-05-09,104.66999816894531,"ABT"
2024-05-10,104.73999786376953,"ABT"
2024-05-13,104.7699966430664,"ABT"
2024-05-14,104.01000213623047,"ABT"
2024-05-15,104.58999633789062,"ABT"
2024-05-16,104.87000274658203,"ABT"
2024-05-17,104.08999633789062,"ABT"
2024-05-20,103.20999908447266,"ABT"
2024-05-21,102.95999908447266,"ABT"
2024-05-22,104.81999969482422,"ABT"
2024-05-23,104.2300033569336,"ABT"
2024-05-24,103.94999694824219,"ABT"
2024-05-28,101.94999694824219,"ABT"
2024-05-29,100.7300033569336,"ABT"
2024-05-30,101.73999786376953,"ABT"
2024-05-31,102.19000244140625,"ABT"
2024-06-03,102.87000274658203,"ABT"
2024-06-04,103.43000030517578,"ABT"
2024-06-05,103.2300033569336,"ABT"
2024-06-06,104.2699966430664,"ABT"
2024-06-07,107.58000183105469,"ABT"
2024-06-10,107.48999786376953,"ABT"
2024-06-11,105.80999755859375,"ABT"
2024-06-12,104.37999725341797,"ABT"
2024-06-13,103.44999694824219,"ABT"
2024-06-14,103.68000030517578,"ABT"
2024-06-17,103.44999694824219,"ABT"
2024-06-18,103.98999786376953,"ABT"
2024-06-20,106.56999969482422,"ABT"
2024-06-21,105.72000122070312,"ABT"
2024-06-24,105.30000305175781,"ABT"
2024-06-25,105.48999786376953,"ABT"
2024-06-26,104.87999725341797,"ABT"
2024-06-27,104.6500015258789,"ABT"
2024-06-28,103.91000366210938,"ABT"
2024-04-01,339.1700134277344,"ACN"
2024-04-02,336.4599914550781,"ACN"
2024-04-03,332.2799987792969,"ACN"
2024-04-04,330.4700012207031,"ACN"
2024-04-05,333.0,"ACN"
2024-04-08,331.79998779296875,"ACN"
2024-04-09,334.45001220703125,"ACN"
2024-04-10,324.3999938964844,"ACN"
2024-04-11,325.19000244140625,"ACN"
2024-04-12,315.3999938964844,"ACN"
2024-04-15,313.2699890136719,"ACN"
2024-04-16,313.94000244140625,"ACN"
2024-04-17,314.5400085449219,"ACN"
2024-04-18,316.0,"ACN"
2024-04-19,316.8800048828125,"ACN"
2024-04-22,317.4200134277344,"ACN"
2024-04-23,316.8299865722656,"ACN"
2024-04-24,313.5400085449219,"ACN"
2024-04-25,309.0,"ACN"
2024-04-26,308.010009765625,"ACN"
2024-04-29,303.1600036621094,"ACN"
2024-04-30,300.9100036621094,"ACN"
2024-05-01,298.6600036621094,"ACN"
2024-05-02,300.3399963378906,"ACN"
2024-05-03,303.7099914550781,"ACN"
2024-05-06,306.05999755859375,"ACN"
2024-05-07,310.6600036621094,"ACN"
2024-05-08,311.989990234375,"ACN"
2024-05-09,306.6099853515625,"ACN"
2024-05-10,306.3299865722656,"ACN"
2024-05-13,307.4100036621094,"ACN"
2024-05-14,306.95001220703125,"ACN"
2024-05-15,308.5199890136719,"ACN"
2024-05-16,308.0,"ACN"
2024-05-17,303.5899963378906,"ACN"
2024-05-20,305.70001220703125,"ACN"
2024-05-21,303.6400146484375,"ACN"
2024-05-22,307.1099853515625,"ACN"
2024-05-23,305.92999267578125,"ACN"
2024-05-24,300.989990234375,"ACN"
2024-05-28,297.7300109863281,"ACN"
2024-05-29,293.7699890136719,"ACN"
2024-05-30,284.79998779296875,"ACN"
2024-05-31,282.2900085449219,"ACN"
2024-06-03,281.760009765625,"ACN"
2024-06-04,288.05999755859375,"ACN"
2024-06-05,291.0199890136719,"ACN"
2024-06-06,291.739990234375,"ACN"
2024-06-07,288.3999938964844,"ACN"
2024-06-10,290.42999267578125,"ACN"
2024-06-11,294.2200012207031,"ACN"
2024-06-12,285.7300109863281,"ACN"
2024-06-13,282.32000732421875,"ACN"
2024-06-14,286.7099914550781,"ACN"
2024-06-17,285.5299987792969,"ACN"
2024-06-18,285.3500061035156,"ACN"
2024-06-20,306.1600036621094,"ACN"
2024-06-21,308.9800109863281,"ACN"
2024-06-24,307.2099914550781,"ACN"
2024-06-25,307.1700134277344,"ACN"
2024-06-26,304.6199951171875,"ACN"
2024-06-27,303.19000244140625,"ACN"
2024-06-28,303.4100036621094,"ACN"
2024-04-01,62.349998474121094,"ADM"
2024-04-02,62.70000076293945,"ADM"
2024-04-03,62.650001525878906,"ADM"
2024-04-04,63.2400016784668,"ADM"
2024-04-05,63.459999084472656,"ADM"
2024-04-08,63.18000030517578,"ADM"
2024-04-09,63.900001525878906,"ADM"
2024-04-10,63.88999938964844,"ADM"
2024-04-11,62.56999969482422,"ADM"
